ID,,Watched,Rating
735,A Walk in the Spring Rain (1970),no,0
736,A Walk in the Sun: (1945 & 1978),no,0
737,A Walk in the Woods (2015),no,0
738,A Walk on the Moon (1999),no,0
739,A Walk to Beautiful (2007),no,0
740,A Walk To Remember (2002),no,0
741,A Walk with Love and Death (1969),no,0
742,A War of Children (1972 TV),no,0
743,A War Story (1981),no,0
744,A Warm Corner (1930),no,0
745,A Warm December (1973),no,0
746,A Warrior's Heart (2011),no,0
747,"A Wave, a WAC and a Marine (1944)",no,0
748,A Way of Life: (2004 & 2016),no,0
749,A Way Out of the Wilderness (1968),no,0
750,A Weak Woman (1933),no,0
751,A Weary Road (1956),no,0
752,A Weaver of Dreams (1918),no,0
753,A Wedding for Bella (2001),no,0
754,A Wedding Invitation (2013),no,0
755,A Wedding Suit (1976),no,0
756,A Wedding: (1978 & 2016),no,0
757,A Wednesday! (2008),no,0
758,A Weekend with Lulu (1961),no,0
759,A Week's Vacation (1980),no,0
760,A Welsh Singer (1915),no,0
761,A Werewolf Boy (2012),no,0
762,A West Lake Moment (2005),no,0
763,A Wet Knight (1932),no,0
764,A Wicked Ghost II: The Fear (2000),no,0
765,A Wicked Ghost III: The Possession(2002),no,0
766,A Wicked Ghost (1999),no,0
767,A Wicked Tale (2005),no,0
768,A Wicked Woman (1934),no,0
769,A Wife Confesses (1961),no,0
770,A Wife from Paris (1966),no,0
771,A Wife in Danger (1939),no,0
772,A Wife or Two (1936),no,0
773,A Wife's Heart (1956),no,0
774,A Wife's Life (1950),no,0
775,A Wife's Sacrifice (1916),no,0
776,A Wild Ass of a Man (1980 TV),no,0
777,A Wild Hare (1940),no,0
778,A Will and a Way (1922),no,0
779,A Will of Her Own (1915),no,0
780,A Window in London (1940),no,0
781,A Window in Piccadilly (1928),no,0
782,A Window on Washington Park (1913),no,0
783,A Wing and a Prayer (2015),no,0
784,A Winner Never Quits (1986 TV),no,0
785,A Winter of Cyclists (2013),no,0
786,A Winter Rose (2014),no,0
787,A Winter Tale (2007),no,0
788,A Winter Tan (1987),no,0
789,A Wise Fool (1921),no,0
790,A Witch Without a Broom (1967),no,0
791,A Witch's Tangled Hare (1959),no,0
792,A Wives' Tale (1980),no,0
793,A Wizard's Tale (2018),no,0
794,A Wolf in the Door (2013),no,0
795,A Woman Is a Woman (1961),no,0
796,A Woman of Paris (1923),no,0
797,A Woman of the Sea (1926),no,0
798,A Woman Rebels (1936),no,0
799,A Woman Under the Influence (1974),no,0
800,A Woman (1915),no,0
801,A Woman's Decision (1975),no,0
802,A World Apart (1998),no,0
803,A World Without Thieves (2004),no,0
804,A Wreath in Time (1909),no,0
805,A Wreck A Tangle (2000),no,0
806,A Wrinkle in Time (2003 TV & 2018),no,0
807,A Wrinkle in Time: (2003 TV & 2018),no,0
808,A Wrong Way to Love (1969),no,0
809,A Yank at Eton (1942),no,0
810,A Yank at Oxford (1938),no,0
811,A Yank Comes Back (1949),no,0
812,A Yank in Australia (1942),no,0
813,A Yank in Ermine (1955),no,0
814,A Yank in Indo-China (1952),no,0
815,A Yank in Korea (1951),no,0
816,A Yank in Libya (1942),no,0
817,A Yank in Rome (1946),no,0
818,A Yank in the R.A.F. (1941),no,0
819,A Yank in Viet-Nam (1964),no,0
820,A Yank on the Burma Road (1942),no,0
821,A Yankee Go Getter (1921),no,0
822,A Yankee Princess (1919),no,0
823,A Year Ago in Winter (2008),no,0
824,A Year Along the Abandoned Road(1991),no,0
825,A Year and a Half in the Life of Metallica (1992),no,0
826,A Year and Change (2015),no,0
827,A Year in the Death of Jack Richards(2004),no,0
828,A Year of the Quiet Sun (1984),no,0
829,A Year Toward Tomorrow (1966),no,0
830,A Year Without Love (2005),no,0
831,A Yellow Bird (2016),no,0
832,A Yiddish World Remembered (2002),no,0
833,A Yoke of Gold (1916),no,0
834,A Zed & Two Noughts (1985),no,0
835,A (1998),no,0
836,A.K.G. (2007),no,0
837,Aa Ab Laut Chalen (1999),no,0
838,Aa Chithrashalabham Parannotte(1970),no,0
839,Aa Dekhen Zara (2009),no,0
840,Aa Dinagalu (2007),no,0
841,Aa Divasam (1982),no,0
842,Aa Gale Lag Jaa: (1973 & 1994),no,0
843,Aa Jaa Sanam (1975),no,0
844,Aa Naluguru (2004),no,0
845,Aa Neram Alppa Dooram (1985),no,0
846,Aa Nimisham (1977),no,0
847,Aa Okkadu (2009),no,0
848,Aa Okkati Adakku (1992),no,0
849,Aa Raathri (1983),no,0
850,Aaaah (2014),no,0
851,Aaag Hi Aag (1999),no,0
852,Aabharanacharthu (2002),no,0
853,Aabhijathyam (1971),no,0
854,Aabra Ka Daabra (2004),no,0
855,"Aabroo, 1943 & 1968",no,0
856,Aachariyangal (2012),no,0
857,Aacharyan (1993),no,0
858,Aachi & Ssipak (2006),no,0
859,Aada Paduchu (1967),no,0
860,Aadaalla Majaka (1995),no,0
861,Aadab Arz (1943),no,0
862,Aadama Jaichomada (2014),no,0
863,Aadamkhor (1986),no,0
864,Aadanthe Ado Type (2013),no,0
865,Aadarsa Kutumbam (1969),no,0
866,Aadarsham (1993),no,0
867,Aadat Se Majboor (1982),no,0
868,Aadavaallu Meeku Joharlu (1981),no,0
869,Aadavari Matalaku Arthale Verule(2007),no,0
870,Aadhaaram (1992),no,0
871,Aadharsam (1982),no,0
872,Aadharshila (1982),no,0
873,"Aadhi Haqeeqat, Aadha Fasana (1990)",no,0
874,Aadhi Mimansa (1991),no,0
875,Aadhi Raat Ke Baad (1965),no,0
876,Aadhi Raat (1950),no,0
877,Aadhi Thaalam (1990),no,0
878,Aadhi (2018),no,0
879,Aadhipathyam (1983),no,0
880,Aadhityan (1993),no,0
881,Aadhiyugam (1985),no,0
882,Aadhya Paadam (1977),no,0
883,Aadhyamayi (1991),no,0
884,Aadhyate Anubhavam (1987),no,0
885,Aadhyathe Katha (1972),no,0
886,Aadi Mimansa (1991),no,0
887,Aadi Velli (1990),no,0
888,Aadi (2002 & 2005),no,0
889,Aadipaapam (1979),no,0
890,Aadithya (1996),no,0
891,Aadmi Aur Aurat (1984),no,0
892,Aadmi Aur Insaan (1969),no,0
893,Aadmi Khilona Hai (1993),no,0
894,Aadmi Sadak Ka (1977),no,0
895,"Aadmi (1939, 1968 & 1993)",no,0
896,Aadu Magaadra Bujji (2013),no,0
897,Aadu Puli Attam (1977 & 2006),no,0
898,Aadu Puli (2011),no,0
899,Aadu (2015),no,0
900,Aadukalam (2011),no,0
901,Aadum Koothu (2005),no,0
902,Aadyakiranangal (1964),no,0
903,Aadyarathrikku Munbu (1987),no,0
904,Aadyathe Anuraagam (1983),no,0
905,Aadyathe Kanmani (1995),no,0
906,Aafat (1977),no,0
907,Aag Aandhi Aur Toofan (1994),no,0
908,Aag Aur Chingari (1994),no,0
909,Aag Aur Daag (1970),no,0
910,Aag Aur Shola (1986),no,0
911,Aag Hi Aag (1987),no,0
912,Aag Ka Dariya (1953),no,0
913,Aag Ka Gola (1990),no,0
914,Aag Ka Toofan (1993),no,0
915,Aag Ke Sholay (1988),no,0
916,Aag Laga Do Sawan Ko (1991),no,0
917,Aag Se Khelenge (1989),no,0
918,"Aag: (1948, 1994 & 2007)",no,0
919,Aagadu (2014),no,0
920,Aagamanam (1980),no,0
921,Aagatha (1995),no,0
922,Aagathan (2010),no,0
923,Aagaya Thamaraigal (1985),no,0
924,Aage Badho (1947),no,0
925,Aage Kadam (1943),no,0
926,Aage Ki Soch (1988),no,0
927,Aagey Se Right (2009),no,0
928,Aaghaaz (2000),no,0
929,Aaghosham (1998),no,0
930,Aagneyam (1993),no,0
931,Aagraham (1984),no,0
932,Aah (1953),no,0
933,Aaha Kalyanam (2014),no,0
934,Aahaa Enna Porutham (1997),no,0
935,Aahaa Ethanai Azhagu (2003),no,0
936,Aahaa (1997),no,0
937,Aahaa...! (1998),no,0
938,Aahat – Ek Ajib Kahani (2010),no,0
939,Aahuti (1950 & 1978),no,0
940,Aahvaanam (1997),no,0
941,Aai Bahar (1946),no,0
942,Aai Shappath..! (2006),no,0
943,Aaina: (1974 & 1993),no,0
944,Aaj Ka Arjun (1990),no,0
945,Aaja Nachle (2007),no,0
946,Aakhree Raasta (1986),no,0
947,"Aakrosh:(1980, 1998 & 2010)",no,0
948,Aalvar (2006),no,0
949,Aamdani Atthani Kharcha Rupaiyaa(2001),no,0
950,Aamir (2008),no,0
951,Aan (1952),no,0
952,Aan: Men at Work (2004),no,0
953,Aanaval Mothiram (1990),no,0
954,Aandhi (1975),no,0
955,Aankh Michouli (1942),no,0
956,"Aankhen: (1950, 1968, 1993 & 2002)",no,0
957,Aao Pyaar Karen (1994),no,0
958,Aap Mujhe Achche Lagne Lage (2002),no,0
959,Aapathbandhavudu (1992),no,0
960,Aapo (1994),no,0
961,Aar Paar (1954),no,0
962,Aarakshan (2011),no,0
963,Aaron Loves Angela (1975),no,0
964,Aaru (2005),no,0
965,Aarzoo (1999),no,0
966,Aasai (1995),no,0
967,Aashayein (2010),no,0
968,Aashiq Awara (1993),no,0
969,Aashiq Banaya Aapne (2005),no,0
970,Aashiq Banaya Aapne: Love Takes Over (2005),no,0
971,Aashiq: (1962 & 2001),no,0
972,Aashiqui (1990),no,0
973,Aathi (2006),no,0
974,Aatish: Feel the Fire (1994),no,0
975,Aaye Din Bahar Ke (1966),no,0
976,Aayitha Ezhuthu (2004),no,0
977,Aayushkalam (1992),no,0
978,Ab Tak Chhappan 2 (2015),no,0
979,Ab Tak Chhappan (2004),no,0
980,Abandon (2002),no,0
981,"Abandoned: (1949, 2001 & 2010)",no,0
982,ABBA: The Movie (1977),no,0
983,Abbott and Costello Go to Mars(1953),no,0
984,Abbott and Costello in Hollywood(1945),no,0
985,Abbott and Costello in the Foreign Legion (1950),no,0
986,Abbott and Costello Meet Captain Kidd (1952),no,0
987,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953),no,0
988,Abbott and Costello Meet Frankenstein (1948),no,0
989,Abbott and Costello Meet the Invisible Man (1951),no,0
990,Abbott and Costello Meet the Keystone Kops (1955),no,0
991,"Abbott and Costello Meet the Killer, Boris Karloff (1949)",no,0
992,Abbott and Costello Meet the Mummy (1955),no,0
993,Abbott and Costello series:,no,0
994,Abby (1974),no,0
995,ABCD 2 (2015),no,0
996,Abduction: (1975 & 2011),no,0
997,Abduction: The Megumi Yokota Story(2006),no,0
998,Abe Lincoln in Illinois (1940),no,0
999,Abel's Island (1988),no,0
1000,Aberdeen (2002),no,0
1001,Aberration (1997),no,0
1002,ABHAAS (1996),no,0
1003,Abhijan (1962),no,0
1004,Abhimaan (1973),no,0
1005,"Abhimanyu: (1948, 1989 & 1991)",no,0
1006,Abnormal Family: Older Brother's Bride(1984),no,0
1007,About a Boy (2002),no,0
1008,About Adam (2000),no,0
1009,About Cherry (2012),no,0
1010,About Last Night... (1986),no,0
1011,About Schmidt (2002),no,0
1012,About Time: (1962 & 2013),no,0
1013,Above Suspicion: (1943 & 1995),no,0
1014,Above the Law (1988),no,0
1015,Above the Mountains (1992),no,0
1016,Above the Rim (1994),no,0
1017,Abraham and Eugenia: Stories from Jewish Cuba (1994),no,0
1018,Abraham Lincoln: (1924 & 1930),no,0
1019,Abraham Lincoln: Vampire Hunter(2012),no,0
1020,Abraham (1994),no,0
1021,Abraham's Gold (1990),no,0
1022,Abraham's Valley (1993),no,0
1023,"Abraxas, Guardian of the Universe(1990)",no,0
1024,Abre los ojos (1997),no,0
1025,Abruptio (2020),no,0
1026,Absence of Malice (1981),no,0
1027,Absolut Warhola (2001),no,0
1028,Absolute Power (1997),no,0
1029,Absolute Zero (2006),no,0
1030,Absolutely Anything (2015),no,0
1031,ACAB – All Cops Are Bastards (2012),no,0
1032,Acacia (2003),no,0
1033,Accattone (1961),no,0
1034,Accepted (2006),no,0
1035,Accident Man (2018),no,0
1036,"Accident: (1928, 1967, 1985, 2008 & 2009)",no,0
1037,Acción mutante (1993),no,0
1038,Accumulator 1 (1994),no,0
1039,Accused of Murder (1956),no,0
1040,Accused (1936),no,0
1041,Ace Drummond (1936),no,0
1042,Ace High: (1919 & 1968),no,0
1043,Ace in the Hole (1951),no,0
1044,Ace Ventura Jr.: Pet Detective(2009),no,0
1045,Ace Ventura series:,no,0
1046,Ace Ventura: Pet Detective (1994),no,0
1047,Ace Ventura: When Nature Calls(1995),no,0
1048,Aces Go Place series:,no,0
1049,Aces Go Places 2 (1983),no,0
1050,Aces Go Places 3 (1984),no,0
1051,Aces Go Places 4 (1986),no,0
1052,Aces Go Places (1982),no,0
1053,Aces High (1976),no,0
1054,Aces: Iron Eagle III (1992),no,0
1055,Achan: (1952 & 2011),no,0
1056,Achut Kanya (1936),no,0
1057,Across 110th Street (1972),no,0
1058,Across the Bridge (1957),no,0
1059,Across the Pacific (1942),no,0
1060,Across the Tracks (1991),no,0
1061,Across the Universe (2007),no,0
1062,Across the Wide Missouri (1951),no,0
1063,Act of Valor (2012),no,0
1064,Act of Vengeance (1986),no,0
1065,"Act of Violence: (1949, 1956, & 1959)",no,0
1066,Action in the North Atlantic (1943),no,0
1067,Action Jackson: (1988 & 2014),no,0
1068,Action Replayy (2010),no,0
1069,Actor: (1993 & 2016),no,0
1070,Acts of Vengeance (2017),no,0
1071,Ad Astra (2019),no,0
1072,Ad Fundum (1993),no,0
1073,Adada (1987),no,0
1074,Adam & Steve (2005),no,0
1075,"Adam: (1983 TV, 1992 short & 2009)",no,0
1076,Adam's Apples (2005),no,0
1077,Adam's Rib (1949),no,0
1078,Adanggaman (2000),no,0
1079,Adaptation. (2002),no,0
1080,Addams Family Reunion (1998),no,0
1081,Addams Family Values (1993),no,0
1082,Addicted to Love (1997),no,0
1083,Addicted: (2002 & 2008),no,0
1084,Addiction (2004),no,0
1085,Addio Zio Tom (1971),no,0
1086,Address Unknown: (1944 & 2001),no,0
1087,Adharam (1992),no,0
1088,Adharm: (1992 & 2006),no,0
1089,"Adiós, Sabata (1971)",no,0
1090,Ad-lib Night (2006),no,0
1091,Admission by Guts (2015),no,0
1092,Admission (2013),no,0
1093,Admissions (2011),no,0
1094,Adore (2013),no,0
1095,Adrenaline Rush (2002),no,0
1096,Adrift (2018),no,0
1097,Adutha Varisu (1995),no,0
1098,Adventure for Two (1943),no,0
1099,Adventure (1945),no,0
1100,Adventureland (2009),no,0
1101,Adventures in Babysitting: (1987 & 2016),no,0
1102,Adventures in Wild California (2000),no,0
1103,Adventures of a Dentist (1965),no,0
1104,Adventures of Captain Marvel (1941),no,0
1105,Adventures of Don Juan (1948),no,0
1106,Adventures of Juku the Dog (1931),no,0
1107,Adventures of the Road-Runner (1964),no,0
1108,Advise & Consent (1962),no,0
1109,Ae Dil Hai Mushkil (2016),no,0
1110,Ae Fond Kiss... (2004),no,0
1111,"Aeg elada, aeg armastada (1976)",no,0
1112,Aelita (1924),no,0
1113,Æon Flux (2005),no,0
1114,Aerial Anarchists (1911),no,0
1115,Aerograd (1935),no,0
1116,Aesop's Film Fables (1921),no,0
1117,Aetbaar (2004),no,0
1118,Aethiree (2004),no,0
1119,Affair in Trinidad (1952),no,0
1120,Afflicted (2013),no,0
1121,Affliction: (1996 & 1997),no,0
1122,Afghan Breakdown (1990),no,0
1123,Aflatoon (1997),no,0
1124,Africa Screams (1949),no,0
1125,Africa: The Serengeti (1994),no,0
1126,African Cats (2011),no,0
1127,After All It's Only Life (1993),no,0
1128,"After Dark, My Sweet (1990)",no,0
1129,After Death (1988),no,0
1130,After Earth (2013),no,0
1131,After Hours (1985),no,0
1132,After Jimmy (1996),no,0
1133,After Life (1998),no,0
1134,After Office Hours (1935),no,0
1135,After Stonewall (1999),no,0
1136,After the Fox (1966),no,0
1137,After the Rehearsal (1984 TV),no,0
1138,After the Sunset (2004),no,0
1139,After the Thin Man (1936),no,0
1140,After the Wedding (2006),no,0
1141,After... (1993),no,0
1142,After.Life (2009),no,0
1143,After: (2012 & 2019),no,0
1144,Afterglow (1997),no,0
1145,AfterLife (2003),no,0
1146,"Aftermath: (1990, 1994, 2004, 2012, 2014 & 2017)",no,0
1147,Aftermath: The Remnants of War(2001),no,0
1148,Aftershock (2010 & 2012),no,0
1149,Against All Odds (1984),no,0
1150,Against the Dark (2009),no,0
1151,Against the Ropes (2004),no,0
1152,Against The Wall: (1994 TV & 2010),no,0
1153,Against the Wind (1948),no,0
1154,Agantuk (1991),no,0
1155,Agatha (1979),no,0
1156,Age of Consent (1969),no,0
1157,Age of Success (1988),no,0
1158,A-ge-man (1990),no,0
1159,Agent Carter (2013),no,0
1160,Agent Cody Banks 2: Destination London (2004),no,0
1161,Agent Cody Banks (2003),no,0
1162,Agent F.O.X. (2015),no,0
1163,Agent for H.A.R.M. (1966),no,0
1164,Agent Orange (2004),no,0
1165,Agent Vinod: (1977 & 2012),no,0
1166,Agent Wild Duck (2002),no,0
1167,Aggar (2007),no,0
1168,Agneepath: (1990 & 2012),no,0
1169,Agnes and His Brothers (2004),no,0
1170,Agnes of God (1985),no,0
1171,"Agni Sakshi: (1982, 1996 & 1999)",no,0
1172,Agora (2009),no,0
1173,Águila o sol (1937),no,0
1174,"Aguirre, the Wrath of God (1972)",no,0
1175,Ah! Nomugi Toge (1979),no,0
1176,"Ah, Wilderness! (1935)",no,0
1177,A-Haunting We Will Go (1942),no,0
1178,Ahí está el detalle (1940),no,0
1179,Ahingsa-Jikko mee gam (2005),no,0
1180,Ahista Ahista: (1981 & 2016),no,0
1181,Ahora o nunca (2015),no,0
1182,Ai City (1986),no,0
1183,Ai (2004),no,0
1184,Aida: (1953 & 1987),no,0
1185,Ai-Fak (2004),no,0
1186,Aikatsu! Music Award: Minna de Shō o MoraimaSHOW! (2015),no,0
1187,Aikatsu! The Movie (2014),no,0
1188,Aileen Wuornos: The Selling of a Serial Killer (1992),no,0
1189,Aileen: Life and Death of a Serial Killer(2003),no,0
1190,Aimée & Jaguar (1999),no,0
1191,Aina: (1977 & 2013),no,0
1192,Ain't Them Bodies Saints (2013),no,0
1193,Air America (1990),no,0
1194,Air Bud Spikes Back (2003),no,0
1195,Air Bud (1997),no,0
1196,Air Bud series:,no,0
1197,Air Bud: Golden Receiver (1998),no,0
1198,Air Bud: Seventh Inning Fetch(2002),no,0
1199,Air Bud: Spikes Back (2003),no,0
1200,Air Bud: World Pup (2000),no,0
1201,Air Buddies (2006),no,0
1202,Air Force One (1997),no,0
1203,Air Force (1943),no,0
1204,Air Raid Wardens (1943),no,0
1205,Airborne: (1962 & 1993),no,0
1206,Airheads (1994),no,0
1207,Airlift (2016),no,0
1208,Airplane II: The Sequel (1982),no,0
1209,Airplane! (1980),no,0
1210,Airport 1975 (1974),no,0
1211,Airport '77 (1977),no,0
1212,"Airport: (1970, 1993 & 2009)",no,0
1213,Airspeed (1998),no,0
1214,Aisha (2010),no,0
1215,Aitraaz (2004),no,0
1216,Ajab Gazabb Love (2012),no,0
1217,Ajab Prem Ki Ghazab Kahani (2009),no,0
1218,Ajay: (1996 & 2006),no,0
1219,Ajnabee: (1974 & 2001),no,0
1220,Ajooba Kudrat Ka (1991),no,0
1221,Ajooba (1991),no,0
1222,AKA (2002),no,0
1223,Akasha Gopuram (2006),no,0
1224,Akayla (1991),no,0
1225,Akbar-Jodha (2007),no,0
1226,Akele Hum Akele Tum (1995),no,0
1227,Akhiyon Se Goli Maare (2002),no,0
1228,"Akira: (1988, 2016 Hindi, 2016 Kannada)",no,0
1229,Akkada Abbai Ikkada Ammayi (1996),no,0
1230,Akkare Akkare Akkare (1990),no,0
1231,Akrobatisches Potpourri (1895),no,0
1232,Akropol (1995),no,0
1233,Aks: (2001 & 2018),no,0
